,id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
60260,60261,XE,2725,DFW,IAH,6,715,62,0
456809,456810,DL,2651,SLC,OAK,1,676,120,0
169193,169194,EV,5560,BHM,ATL,5,1020,74,0
333884,333885,OO,4855,SLC,BIL,1,591,92,1
118435,118436,9E,3824,MSP,XNA,2,1165,127,0
416159,416160,WN,287,DTW,MDW,5,1135,80,1
8011,8012,UA,75,SFO,HNL,3,759,319,1
18552,18553,MQ,4375,DCA,RDU,4,385,65,0
133268,133269,AA,618,SFO,ORD,3,1025,245,1
358053,358054,WN,1104,SAN,SFO,2,895,90,1
168045,168046,WN,1244,RDU,BWI,5,960,60,0
500384,500385,US,454,BWI,PHX,3,1020,311,1
79331,79332,EV,5205,ATL,MYR,7,970,76,1
422152,422153,WN,1164,OKC,HOU,6,645,85,0
81856,81857,MQ,3336,DFW,GJT,7,1100,135,1
366194,366195,OO,6895,SLC,DEN,3,370,93,0
165888,165889,9E,3873,DTW,BTV,5,845,106,1
466969,466970,AS,574,PDX,SAN,1,1210,137,1
477094,477095,AA,1794,DFW,AUS,2,770,60,1
519210,519211,XE,2284,IAH,TYS,4,1035,115,1
506297,506298,F9,453,LGA,MKE,4,370,135,0
179718,179719,OO,7806,SLC,COD,6,669,89,0
208047,208048,WN,1004,MDW,MCI,1,460,90,1
106022,106023,XE,5936,ORD,ATW,2,485,50,0
69237,69238,DL,2952,TPA,LGA,7,420,159,0
28051,28052,US,281,PHX,SJC,4,875,114,1
344546,344547,WN,2989,MCO,PIT,1,1145,135,1
518071,518072,DL,1913,ATL,PBI,4,980,105,1
186189,186190,US,1762,PHL,LGA,6,1075,60,1
497604,497605,WN,3328,LAX,SJC,3,875,65,0
379194,379195,EV,7134,IAD,LGA,3,1040,83,0
399614,399615,DL,1839,DCA,ATL,4,1140,122,1
493956,493957,AA,1574,LAS,DFW,3,685,155,0
426397,426398,MQ,4514,DCA,BNA,6,895,120,1
327201,327202,DL,2521,DTW,STL,7,1205,113,0
213154,213155,OH,6602,JAX,DCA,1,720,114,1
352815,352816,EV,5122,MCI,DTW,2,623,121,0
502324,502325,WN,915,CMH,STL,3,1120,90,0
131566,131567,EV,5410,ROA,ATL,3,932,93,0
83285,83286,WN,1654,DAL,ABQ,7,1175,115,1
324848,324849,WN,1108,FLL,DEN,7,1075,280,0
436025,436026,B6,667,BUF,MCO,7,553,167,0
355209,355210,DL,2431,LGA,DTW,2,745,124,0
226323,226324,XE,2189,IAH,DAL,2,480,63,0
340116,340117,CO,4,MSY,IAH,1,915,75,1
68676,68677,AA,689,ORF,DFW,7,380,220,0
436571,436572,OH,6654,ATL,HSV,7,585,59,0
505706,505707,OO,3099,OMA,MKE,4,349,81,0
429801,429802,OO,4487,STL,SLC,6,1110,193,1
133472,133473,MQ,4130,MDT,ORD,3,1035,135,0
292572,292573,MQ,3382,DFW,CID,5,1150,120,0
32883,32884,WN,1125,RDU,TPA,4,1130,110,1
442957,442958,DL,2021,DTW,PHX,7,925,268,1
265447,265448,FL,147,DTW,ATL,4,693,123,1
104086,104087,WN,264,DEN,STL,2,385,120,0
328445,328446,US,1704,CLT,BDL,7,1329,108,1
399053,399054,WN,145,LGA,MDW,4,1105,160,0
466836,466837,OO,6998,DEN,DRO,1,1200,61,1
525739,525740,YV,2603,MYR,CLT,5,430,68,1
161029,161030,DL,2435,DCA,TPA,5,595,140,0
282336,282337,AA,1700,IAH,MIA,5,620,140,0
379431,379432,US,397,LAX,LAS,3,1050,65,1
257466,257467,EV,5466,ATL,MGM,3,1245,62,0
36167,36168,XE,2384,SHV,IAH,5,360,55,0
401763,401764,US,1204,DCA,SYR,4,1280,67,0
108548,108549,WN,514,MDW,LAS,2,620,245,0
531265,531266,OO,6349,RDM,PDX,5,725,45,1
487800,487801,EV,5149,OKC,MEM,3,370,95,1
382243,382244,MQ,4492,JFK,CMH,3,1200,125,1
438522,438523,UA,788,SFO,BOS,7,687,337,0
151467,151468,DL,2155,ATL,LAX,4,1038,300,1
83603,83604,US,1586,JAX,CLT,7,1195,88,0
466455,466456,DL,2786,ATL,LGA,1,1180,140,0
332727,332728,AS,626,PDX,LAS,1,530,128,1
256557,256558,WN,3833,PHX,LAX,3,1175,85,1
244876,244877,WN,703,DEN,SMF,3,545,160,1
128508,128509,FL,1742,PIT,MCO,3,769,140,1
320532,320533,WN,1383,DEN,IND,7,850,140,1
376451,376452,9E,4289,DSM,MSP,3,900,72,1
376432,376433,EV,5496,ATL,CHO,3,898,94,0
32499,32500,CO,793,MCO,EWR,4,1106,154,0
252712,252713,US,1490,CLT,LGA,3,971,109,0
57477,57478,WN,2985,LAX,SJC,6,555,65,0
445549,445550,EV,5355,XNA,DTW,7,1056,127,1
36533,36534,MQ,4278,CMI,ORD,5,380,55,0
523445,523446,EV,5114,ATL,ROA,4,1296,83,0
516902,516903,WN,3659,MDW,AUS,4,915,170,1
52833,52834,EV,5520,ATL,AGS,5,1242,56,1
147522,147523,AA,1174,SJC,ORD,4,830,255,1
33062,33063,DL,99,JFK,FLL,4,1140,204,1
206026,206027,US,1772,MHT,CLT,1,360,152,0
313620,313621,US,1050,CLT,LGA,7,480,104,0
468282,468283,FL,91,ATL,RDU,1,1340,77,0
395452,395453,FL,1020,MCO,BOS,4,920,165,0
380465,380466,DL,2901,BWI,MSP,3,1105,174,1
198700,198701,OH,6318,CVG,GSO,7,915,77,1
99622,99623,OO,6686,COS,DEN,1,1080,46,1
345513,345514,AA,322,DFW,BHM,1,1200,90,1
347137,347138,B6,750,SJU,MCO,2,259,182,0
310871,310872,OO,6459,SFO,GEG,6,1315,121,1
262102,262103,EV,5182,ATL,CAE,4,521,71,0
211602,211603,OO,6960,DEN,RAP,1,643,69,1
78382,78383,WN,793,HOU,ELP,7,915,120,1
344183,344184,DL,1811,ATL,DFW,1,1130,153,1
349977,349978,MQ,2798,DFW,CMH,2,480,140,0
175873,175874,AA,1740,SNA,DFW,6,450,175,0
314779,314780,MQ,3902,ORD,XNA,7,540,110,1
323720,323721,MQ,4136,JFK,IND,7,1020,145,1
85026,85027,DL,2340,SFO,JFK,7,1350,330,0
99736,99737,US,1773,PHL,LAS,1,1085,338,0
191491,191492,UA,90,SFO,EWR,7,530,340,1
421317,421318,WN,3062,ABQ,DAL,6,595,95,0
15782,15783,WN,106,DAL,MSY,3,1175,80,1
116988,116989,AS,755,STL,SEA,2,1080,268,0
97554,97555,US,224,PHX,BOS,1,975,284,1
431836,431837,AA,1842,LAS,MIA,6,1375,260,0
38263,38264,AA,1077,DFW,SFO,5,470,230,0
54385,54386,XE,2647,MCI,IAH,6,370,122,0
70376,70377,WN,1156,OAK,SNA,7,490,80,1
484166,484167,DL,2747,LGA,ATL,2,1140,175,1
458299,458300,WN,485,SLC,DEN,1,750,85,1
432364,432365,UA,791,LAS,DEN,7,360,116,0
345712,345713,WN,1088,SJC,BUR,1,1210,60,1
419505,419506,US,71,DEN,PHX,6,480,135,0
430130,430131,AS,104,ANC,SEA,6,1140,202,0
417471,417472,US,47,LIH,PHX,5,1380,364,0
328622,328623,EV,5091,ATL,JAN,7,1365,81,1
430792,430793,EV,5311,MEM,OMA,6,1190,111,1
23570,23571,MQ,3253,DFW,CLL,4,640,55,0
368226,368227,UA,311,EWR,DEN,3,474,280,1
166812,166813,AA,1896,SLC,DFW,5,895,155,0
292554,292555,DL,1478,MEM,BOS,5,1150,169,0
17918,17919,EV,5257,BDL,DCA,4,360,84,0
10384,10385,DL,2335,ATL,JAX,3,887,69,0
67359,67360,US,889,CLT,ILM,6,1210,60,0
387352,387353,UA,358,DEN,LGA,4,504,215,1
38283,38284,MQ,2765,DFW,DSM,5,470,110,0
38476,38477,MQ,3753,MSP,ORD,5,480,95,0
395550,395551,MQ,3938,ORD,LIT,4,925,115,0
99676,99677,XE,2701,IAH,ABQ,1,1080,135,0
97922,97923,UA,377,PHX,DEN,1,994,110,1
69817,69818,US,939,MSP,PHX,7,455,223,0
21357,21358,DL,2456,SLC,MSP,4,525,165,1
145088,145089,WN,2031,SEA,LAS,4,700,150,1
210632,210633,DL,1640,ATL,DTW,1,595,127,0
356500,356501,DL,2174,ATL,CHS,2,815,68,1
242232,242233,DL,1879,LGA,FLL,3,415,193,0
520262,520263,OO,6838,SBA,SFO,4,1088,80,1
188966,188967,MQ,4590,MSP,LGA,7,375,164,0
470048,470049,AA,1888,DFW,JAX,2,410,125,0
259216,259217,HA,113,HNL,LIH,4,376,35,0
278725,278726,AA,394,ORD,LGA,5,435,120,0
268850,268851,UA,123,ORD,LAX,4,874,272,0
108268,108269,AS,151,OME,ANC,2,606,89,0
458373,458374,US,574,SMF,PHX,1,755,104,1
527599,527600,WN,2843,SAN,OAK,5,530,90,0
135039,135040,UA,499,MCO,IAD,3,1119,130,0
529763,529764,OO,4499,LAX,SAN,5,650,49,0
345000,345001,MQ,2942,DFW,CMI,1,1170,115,0
284497,284498,WN,332,JAN,MCO,5,725,100,0
180672,180673,US,2033,BOS,DCA,6,720,92,0
354258,354259,WN,1982,OKC,DAL,2,695,55,1
336788,336789,OO,6361,TUL,DEN,1,738,106,1
190512,190513,CO,393,MCO,EWR,7,480,148,1
507442,507443,MQ,4042,SGF,ORD,4,425,105,0
160333,160334,US,156,OAK,PHX,5,555,112,0
212017,212018,CO,692,EWR,MCO,1,665,173,1
170367,170368,OO,6892,SEA,LAX,5,1077,153,1
270923,270924,OO,6331,SAT,DEN,4,983,137,0
482404,482405,OH,6541,DTW,MSN,2,1045,88,0
277998,277999,MQ,3193,LAX,SJC,5,400,75,0
502633,502634,CO,598,DEN,IAH,3,1140,139,1
429418,429419,WN,2298,STL,HOU,6,1080,135,1
218516,218517,WN,2004,LAX,LAS,1,1005,65,1
57006,57007,WN,2588,TPA,FLL,6,525,60,0
232262,232263,B6,32,JFK,ROC,2,805,77,0
170145,170146,MQ,4279,ORD,GRR,5,1065,55,0
105963,105964,EV,5067,BNA,ATL,2,484,81,0
141862,141863,CO,191,MIA,IAH,4,535,164,0
386315,386316,AA,2413,OKC,DFW,4,450,65,0
390938,390939,MQ,4180,ORD,CLT,4,685,115,0
78435,78436,FL,1097,IND,MCO,7,920,135,0
100246,100247,WN,293,OAK,SEA,1,1115,125,1
354227,354228,EV,5375,CVG,DCA,2,695,87,0
270040,270041,FL,1229,SRQ,IND,4,935,139,0
287212,287213,OO,4781,SLC,AUS,5,872,177,1
333985,333986,EV,5212,ATL,IND,1,597,105,1
87810,87811,UA,20,SMF,DEN,1,466,153,0
84420,84421,9E,3803,ATL,CLE,7,1265,108,0
341381,341382,AA,1298,DFW,BWI,1,985,170,1
392697,392698,OO,6469,PSP,LAX,4,778,46,0
357910,357911,AA,1588,SAT,DFW,2,890,70,1
434002,434003,XE,3096,IAH,CMH,7,445,143,0
450844,450845,OO,6434,SMX,LAX,1,374,57,0
490641,490642,OO,6731,MKE,DEN,3,512,185,0
68106,68107,B6,766,BQN,MCO,7,240,169,0
521840,521841,AA,1976,DFW,IND,4,1175,120,1
94170,94171,MQ,4052,CMI,ORD,1,795,65,0
390108,390109,OO,6750,LEX,ORD,4,643,89,0
414341,414342,US,471,LAS,SFO,5,990,95,0
435224,435225,US,1101,BUF,CLT,7,513,118,0
248773,248774,EV,5608,GNV,ATL,3,757,86,0
470553,470554,US,1019,PIT,CLT,2,430,96,0
427564,427565,OO,4787,LAX,SAN,6,965,47,1
505376,505377,EV,5263,ATL,BHM,3,1365,49,1
25,26,AS,114,ANC,SEA,3,150,200,0
241808,241809,DL,2613,TYS,ATL,3,390,64,1
268690,268691,OH,6637,MEM,XNA,4,865,76,1
215629,215630,9E,3978,MEM,TYS,1,855,78,0
209876,209877,WN,987,CMH,MDW,1,550,70,1
113670,113671,MQ,4400,RDU,DCA,2,900,59,0
83993,83994,YV,2644,CLT,MYR,7,1220,63,0
377968,377969,OO,6423,EUG,PDX,3,979,37,1
33333,33334,WN,727,OAK,BUR,4,1150,65,0
437966,437967,FL,905,PHF,ATL,7,660,110,0
405679,405680,OO,6717,CLE,ORD,5,508,87,0
220767,220768,WN,3242,ISP,PBI,1,1125,180,1
310133,310134,B6,241,OAK,LGB,6,1215,76,1
269147,269148,HA,301,ITO,HNL,4,887,49,1
490754,490755,UA,106,LAX,ORD,3,518,243,1
61701,61702,DL,1790,SAT,ATL,6,803,135,0
325731,325732,OO,6410,BUR,SFO,7,1126,79,1
261693,261694,DL,2782,MEM,DCA,4,505,119,0
113539,113540,CO,158,IAH,DCA,2,895,168,1
505515,505516,CO,269,SFO,IAH,4,15,206,1
335656,335657,WN,16,DAL,AMA,1,680,70,1
42625,42626,MQ,4668,ATL,LGA,5,690,135,0
370206,370207,9E,4298,MEM,GPT,3,575,82,1
525013,525014,F9,416,LAX,DEN,5,390,140,0
332952,332953,MQ,3935,MCI,ORD,1,540,90,0
484485,484486,DL,2245,DCA,DTW,2,1155,102,0
121638,121639,WN,452,MAF,DAL,3,400,70,0
143315,143316,OO,6541,DEN,BIS,4,610,95,0
50189,50190,OO,6261,ORD,MSN,5,1081,48,0
157493,157494,FL,1612,DCA,MCO,5,419,148,0
41577,41578,WN,411,PHL,LAS,5,635,350,0
465058,465059,MQ,2886,LRD,DFW,1,1105,80,0
133393,133394,WN,1592,MCO,ECP,3,1030,70,0
16895,16896,AA,1377,ORD,SEA,3,1265,260,1
251564,251565,AA,1201,ORD,STL,3,910,65,0
271131,271132,WN,36,DAL,MAF,4,990,70,1
225733,225734,US,541,DFW,LAS,2,450,178,0
97125,97126,UA,329,DSM,DEN,1,954,125,0
164767,164768,WN,1306,ABQ,LAS,5,785,95,0
353283,353284,AA,2038,MIA,DTW,2,650,185,0
139851,139852,AA,704,DFW,LGA,4,435,194,0
106517,106518,WN,958,SJC,SAN,2,510,75,0
257265,257266,CO,638,EWR,MIA,3,1227,194,1
377792,377793,9E,4170,RDU,BOS,3,970,134,1
47775,47776,FL,896,IND,LGA,5,962,117,0
195126,195127,AS,645,PHX,SEA,7,725,195,0
45988,45989,AA,577,JFK,ORD,5,870,180,0
222193,222194,DL,1405,DTW,MCO,1,1205,159,1
405023,405024,DL,1492,PHX,MSP,5,475,187,0
292723,292724,XE,2074,EWR,ORD,5,1155,161,1
320183,320184,XE,2007,TUS,IAH,7,830,139,1
477547,477548,WN,1551,MSY,LAX,2,790,260,1
494428,494429,WN,152,MDW,SNA,3,705,265,1
311418,311419,9E,3755,SWF,DTW,7,360,120,0
87764,87765,MQ,3810,ORD,CLE,1,465,80,1
408008,408009,AA,1914,MSP,DFW,5,630,160,1
273943,273944,DL,2161,PHL,ATL,4,1140,150,1
253910,253911,MQ,4130,MDT,ORD,3,1035,135,0
125244,125245,HA,382,HNL,ITO,3,593,51,0
29510,29511,DL,1311,DTW,DEN,4,955,194,0
83056,83057,CO,1492,IAH,CMH,7,1165,153,0
341772,341773,EV,5326,TRI,ATL,1,1002,67,1
245163,245164,OH,6327,CVG,GRR,3,565,74,0
441845,441846,WN,3442,LAX,SJC,7,865,65,1
487379,487380,EV,4979,TRI,ATL,3,360,69,0
12286,12287,DL,26,DTW,ATL,3,990,134,1
125020,125021,OH,6374,ATL,ORD,3,580,132,0
30813,30814,OO,4801,SLC,RNO,4,1020,88,1
492694,492695,OO,6365,DEN,ICT,3,617,80,0
499264,499265,XE,2790,IAH,VPS,3,960,93,1
25556,25557,WN,1106,OAK,PDX,4,740,100,1
79600,79601,CO,1055,EWR,LAX,7,985,368,1
372923,372924,WN,698,TPA,BNA,3,710,110,1
289783,289784,OO,4811,SLC,OAK,5,1006,122,1
76639,76640,DL,2717,MEM,LAX,7,825,257,0
167778,167779,DL,1722,DTW,BOS,5,945,122,0
298664,298665,MQ,4096,ORD,FSD,6,525,105,1
504923,504924,OO,4603,SLC,LAS,3,1295,90,1
453857,453858,9E,3738,ATL,HOU,1,525,159,1
420283,420284,YV,2840,YUM,PHX,6,525,74,0
81580,81581,US,1176,CLT,BOS,7,1083,129,0
7225,7226,WN,925,SMF,LAX,3,715,80,1
397219,397220,WN,1362,SNA,SMF,4,1015,85,1
439644,439645,AA,775,MIA,STT,7,745,150,0
168225,168226,DL,2033,ATL,MSY,5,970,100,0
495432,495433,DL,1125,EGE,ATL,3,760,182,0
100351,100352,CO,468,EWR,LAS,1,1125,346,0
359051,359052,9E,4024,OKC,ATL,2,950,127,1
17469,17470,UA,56,SFO,EWR,3,1350,325,0
4696,4697,WN,525,LAX,AUS,3,580,170,1
132369,132370,DL,1044,BUF,ATL,3,977,137,0
143869,143870,AA,312,PHX,DFW,4,640,135,0
433773,433774,AA,444,SAT,ORD,7,435,165,0
57053,57054,EV,5105,JAX,DTW,6,530,148,0
505107,505108,9E,4252,DTW,SCE,3,1315,84,1
210365,210366,DL,1909,ATL,DAB,1,580,92,1
394620,394621,AS,50,ANC,SCC,4,880,108,0
123262,123263,XE,2373,IAH,AUS,3,485,53,0
489342,489343,UA,739,MCO,DEN,3,445,255,1
24291,24292,UA,202,LAX,MSY,4,677,220,0
38088,38089,B6,671,JFK,LAX,5,460,366,0
38951,38952,DL,2585,ATL,PNS,5,505,80,0
58490,58491,B6,1303,JFK,IAD,6,615,73,0
511542,511543,WN,1791,MCO,AUS,4,635,175,1
11537,11538,WN,236,MCO,MCI,3,950,185,1
372999,373000,OO,6958,ORD,CWA,3,715,58,1
94012,94013,WN,899,OAK,DEN,1,785,140,1
28042,28043,MQ,3668,TYS,MIA,4,875,125,1
167767,167768,AS,188,FAI,ANC,5,945,60,1
405848,405849,EV,5412,ATL,SHV,5,515,126,1
63462,63463,WN,2146,BDL,MDW,6,910,160,0
236873,236874,WN,45,DAL,HOU,2,1050,65,1
4554,4555,AA,1874,DFW,EWR,3,575,200,0
319553,319554,XE,3039,ABQ,IAH,7,795,119,1
246243,246244,CO,1646,IAH,ORD,3,621,149,1
162725,162726,MQ,3739,ORD,EWR,5,680,130,0
467564,467565,B6,845,IAD,FLL,1,1259,155,1
48824,48825,OO,4718,GFK,MSP,5,1018,71,0
71387,71388,OO,6750,DEN,ASE,7,544,45,0
493186,493187,CO,1191,BOS,EWR,3,645,85,1
453427,453428,DL,1483,SLC,LAS,1,505,94,0
42437,42438,WN,2379,ONT,SMF,5,680,80,1
119289,119290,OO,6456,ICT,DEN,2,1216,94,0
447310,447311,OO,6430,LAX,SAT,7,1151,161,1
96839,96840,US,1721,CLE,CLT,1,935,99,0
243911,243912,FL,1625,PHL,MCO,3,500,169,0
441530,441531,AS,344,SEA,OAK,7,850,122,0
228481,228482,US,567,PHX,MCO,2,599,246,1
290026,290027,DL,2210,DFW,ATL,5,1020,125,1
432260,432261,FL,254,FNT,ATL,7,360,134,0
224951,224952,AA,1461,MCO,DFW,2,415,185,0
410392,410393,AS,488,SEA,SAN,5,755,160,1
125493,125494,MQ,3067,LAX,MRY,3,605,65,0
500487,500488,MQ,3227,DFW,TYR,3,1025,45,1
107813,107814,B6,504,FLL,EWR,2,584,166,0
409280,409281,AA,492,BUR,DFW,5,695,180,0
225345,225346,MQ,3298,DFW,HOU,2,430,65,0
494633,494634,B6,621,JFK,HOU,3,719,244,1
98469,98470,B6,277,FLL,SFO,1,1022,380,1
395103,395104,XE,2881,BNA,EWR,4,900,132,1
506563,506564,DL,1592,SAN,ATL,4,385,249,0
303435,303436,F9,702,DEN,MSY,6,794,155,1
116179,116180,OO,6825,SLC,SFO,2,1039,131,0
337316,337317,FL,477,BWI,ATL,1,768,125,0
95848,95849,DL,1003,ATL,MKE,1,885,125,0
429533,429534,UA,990,ORD,IAD,6,1090,117,1
260785,260786,WN,1636,DAL,OKC,4,455,50,1
500124,500125,AA,1521,MCI,ORD,3,1010,95,1
387126,387127,OH,6438,JFK,DTW,4,490,136,0
255087,255088,OO,7766,PIH,SLC,3,1095,53,1
219491,219492,CO,359,DCA,IAH,1,1055,207,0
157686,157687,WN,1231,ISP,TPA,5,420,185,0
74756,74757,YV,2714,FAT,PHX,7,723,96,1
163312,163313,9E,4104,AUS,MEM,5,709,110,1
72837,72838,EV,5116,JAN,ATL,7,623,91,1
529451,529452,US,367,DCA,PHX,5,630,309,0
217212,217213,US,191,PHL,PHX,1,935,320,0
239587,239588,WN,49,HOU,MCO,2,1205,125,1
282079,282080,WN,3659,TPA,PHL,5,605,155,1
534196,534197,B6,708,SJU,JFK,5,893,246,0
278081,278082,DL,2632,SNA,SLC,5,405,132,0
369987,369988,WN,3512,OAK,PHX,3,560,110,1
52516,52517,EV,5026,ATL,ABE,5,1215,112,1
35006,35007,MQ,3829,ATL,ORD,4,1275,120,1
375611,375612,EV,5217,JAN,ATL,3,855,79,1
423534,423535,XE,5984,LEX,ORD,6,720,89,0
234825,234826,EV,5380,JAN,ATL,2,942,86,1
532110,532111,MQ,4412,LGA,DTW,5,775,120,0
432432,432433,XE,5929,CLE,IAD,7,360,75,1
503621,503622,AA,2066,DFW,SAT,3,1190,65,0
80144,80145,AA,1007,MIA,PHX,7,1015,320,1
322566,322567,MQ,4465,LGA,BOS,7,960,70,0
27479,27480,FL,1464,MCO,MDW,4,841,163,0
374368,374369,EV,5582,MOB,ATL,3,788,75,1
309006,309007,DL,1041,ATL,PDX,6,1130,331,1
487559,487560,US,1228,PBI,PHL,3,360,154,1
390731,390732,OH,6450,CVG,MDT,4,675,84,0
261190,261191,DL,201,ATL,MCO,4,480,86,1
187358,187359,AA,1725,IND,DFW,6,1175,145,0
403436,403437,MQ,2782,LEX,DFW,5,385,160,0
298825,298826,EV,5216,DTW,JAX,6,535,153,1
9188,9189,EV,5485,ATL,VPS,3,822,72,1
460984,460985,US,1463,FLL,CLT,1,895,119,1
15665,15666,FL,804,BOS,BWI,3,1170,90,0
53716,53717,US,1290,PHL,LGA,5,1370,50,0
73344,73345,EV,5145,TUL,ATL,7,653,117,0
61742,61743,US,1457,CLT,FLL,6,805,119,0
342030,342031,EV,5335,ABY,ATL,1,1017,60,0
31867,31868,HA,545,OGG,HNL,4,1073,34,0
206948,206949,XE,2337,GSP,EWR,1,405,107,0
107889,107890,DL,2493,RIC,ATL,2,586,114,0
409666,409667,OO,6253,ORD,COS,5,715,153,1
34902,34903,WN,59,DAL,HOU,4,1260,60,1
348777,348778,FL,1244,FNT,MCO,2,420,174,1
16983,16984,MQ,3603,MIA,CHS,3,1275,100,0
514160,514161,AA,788,MIA,STX,4,775,155,1
489867,489868,CO,1142,EWR,ATL,3,475,174,0
17876,17877,CO,308,PDX,IAH,4,360,238,0
29830,29831,DL,2988,MCO,CVG,4,970,133,0
364479,364480,OO,6918,DEN,CID,2,1253,109,1
404031,404032,MQ,3629,MIA,BNA,5,420,145,0
430824,430825,OO,6433,PHX,LAX,6,1194,81,0
532838,532839,UA,682,ORD,LGA,5,815,125,1
471943,471944,DL,1483,SLC,LAS,2,505,94,0
454723,454724,AA,2363,ORD,HDN,1,570,175,1
384879,384880,XE,2579,CAE,IAH,4,375,171,0
490499,490500,FL,894,IND,LGA,3,506,124,0
117681,117682,WN,143,SAN,OAK,2,1120,90,1
348760,348761,DL,2663,JFK,LAX,2,420,394,0
249785,249786,9E,3820,AZO,DTW,3,814,56,0
517840,517841,WN,1181,LAS,SMF,4,965,90,1
432566,432567,DL,1661,DTW,ATL,7,370,136,1
425758,425759,UA,52,KOA,LAX,6,856,323,0
157341,157342,WN,1175,SNA,OAK,5,405,105,1
256580,256581,UA,765,DEN,LAX,3,1179,165,1
293821,293822,WN,52,DAL,MCI,5,1220,85,1
108274,108275,OO,6695,DEN,ELP,2,606,109,0
6470,6471,WN,2461,DEN,AMA,3,675,70,1
163702,163703,B6,554,RSW,EWR,5,729,170,0
20509,20510,AA,1237,PHX,DFW,4,485,135,0
166080,166081,WN,1775,RDU,PHL,5,855,80,1
324759,324760,WN,1920,MDW,MSP,7,1070,90,1
360302,360303,WN,1968,BOS,MDW,2,1015,170,1
472226,472227,WN,41,SJC,LAX,2,515,70,0
187552,187553,US,1850,CLT,BDL,6,1194,108,1
281261,281262,AA,1637,ORD,TUS,5,565,235,0
245769,245770,9E,3689,DTW,MDW,3,600,85,1
237882,237883,AA,657,BWI,DFW,2,1110,220,0
379878,379879,AA,613,JFK,MIA,3,1075,200,0
297420,297421,OH,6774,CVG,BNA,6,460,78,0
24886,24887,WN,949,DEN,SLC,4,705,90,1
272194,272195,WN,1976,MCI,DAL,4,1045,95,1
97450,97451,EV,5190,ATL,TLH,1,970,66,1
374914,374915,XE,2791,IAH,CVG,3,815,133,1
181784,181785,UA,130,ORD,SAN,6,786,266,0
482659,482660,WN,936,HOU,ELP,2,1055,120,1
479328,479329,B6,327,BDL,FLL,2,886,192,1
369681,369682,XE,2475,TYS,IAH,3,540,149,0
402515,402516,DL,2606,SFO,MSP,5,30,220,1
287967,287968,OH,6763,JFK,SYR,5,910,86,1
519728,519729,US,232,DTW,PHX,4,1060,267,0
56813,56814,WN,163,SAT,PHX,6,515,150,0
452683,452684,CO,1675,CLE,TPA,1,465,158,0
527368,527369,OH,6660,DTW,GRR,5,520,63,0
352681,352682,WN,2654,MHT,TPA,2,615,220,1
244397,244398,OO,6853,ORD,CWA,3,522,57,0
349584,349585,9E,4130,DTW,ROC,2,460,92,0
213934,213935,YV,2876,SBA,PHX,1,760,89,0
405661,405662,YV,2719,AUS,PHX,5,505,167,0
138002,138003,OO,7781,EKO,SLC,4,330,70,0
366693,366694,WN,1859,SAN,SFO,3,395,100,1
385420,385421,OO,4743,CLE,MSP,4,405,132,0
351051,351052,OO,4775,SLC,PSC,2,530,110,1
361846,361847,OO,4724,LGB,SLC,2,1090,110,1
419196,419197,MQ,3384,CHS,DFW,6,460,190,0
481109,481110,OO,6662,SFO,MRY,2,980,43,1
503668,503669,YV,2887,PHX,ELP,3,1190,76,0
283131,283132,MQ,2948,DFW,LCH,5,660,70,1
262951,262952,FL,521,BWI,TPA,4,566,148,1
253738,253739,UA,907,ORD,SFO,3,1025,292,1
245022,245023,WN,3512,DEN,STL,3,555,120,1
513044,513045,OH,6355,PIT,CVG,4,714,81,0
399800,399801,UA,79,SFO,HNL,4,1147,337,0
91507,91508,AS,152,ANC,OME,1,660,94,0
187471,187472,AA,759,DFW,LAX,6,1185,205,1
60518,60519,DL,2097,ATL,MIA,6,730,112,0
232449,232450,9E,3922,SBN,DTW,2,812,63,1
471168,471169,XE,3126,LBB,IAH,2,460,96,0
53487,53488,9E,4218,MSP,FSD,5,1320,62,1
31732,31733,MQ,2976,ABI,DFW,4,1065,50,0
185214,185215,US,397,LAS,DFW,6,1005,157,0
463452,463453,9E,3836,DTW,ALB,1,1025,100,1
258925,258926,XE,3085,DSM,IAH,4,360,154,0
262427,262428,9E,3970,MEM,CMH,4,540,106,0
281544,281545,OO,6736,RAP,DEN,5,579,76,0
92234,92235,DL,1697,PHL,MSP,1,691,188,1
187282,187283,EV,7091,SAV,IAD,6,1166,99,0
50694,50695,WN,826,BOI,SLC,5,1110,60,0
508180,508181,AA,595,ATL,MIA,4,465,115,1
307509,307510,HA,543,OGG,HNL,6,1031,34,0
501460,501461,AA,1294,IAH,MIA,3,1075,140,1
258384,258385,AA,2538,LAS,ORD,4,40,200,0
486534,486535,OH,6344,MSP,OKC,2,1305,133,0
300362,300363,MQ,4493,STL,JFK,6,620,155,0
61300,61301,OO,6377,CPR,DEN,6,779,55,1
265413,265414,US,551,PDX,PHX,4,690,148,0
168669,168670,WN,3395,LAS,TPA,5,990,250,1
87995,87996,CO,1700,FLL,EWR,1,480,165,1
97188,97189,OO,7051,SFO,ACV,1,959,79,0
79960,79961,XE,2788,CLT,IAH,7,1001,177,0
54617,54618,CO,501,IND,IAH,6,390,145,1
390442,390443,OH,6697,RDU,CVG,4,660,100,0
55896,55897,XE,5929,ABE,ORD,6,469,136,1
399318,399319,UA,375,DEN,SMF,4,1123,158,1
